decade,year,number,author,title,generic subtitle,source,exclusion,words,mode,temporality I,temporality II,characters (RW),truth(RW),truth place,person,1st person type,inset,1st-person insets?,titled insets?,# 1P insets,pages 1P insets,# 3P insets,pages 3P insets,pages total,segmentation,numb. Segs.,(1) authorial,(2) sententious,(3) character description,(4) location/period description,(5) Action,(5s) speech type,order 1,
1800s,1808,2,An,"Les aventures de la famille Sbark, ou le siege de Prague",0,BNF Tolbiac,0,53,rw,his,modern,nobodies,ind,,1,mem,0,,,,,,,,0,,,,,,,,,
1800s,1808,3,An,L’Anglais généreux ou les Aventures de Sir William Goldsmith,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,4,An,Les Brigands de la Franconie ou le fils abandonné,0,Oron ,0,38,rw,con,,nobodies,ind,,3,,i4,y,,,,,,,0,,,,,,,,,
1800s,1808,5,An,Cécile de Beaufort,0,Oron,0,91,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,?,,,,,,,,
1800s,1808,6,An,"Charles de Fléval, ou les aventures d'un jeune homme du siècle de Louis XIV",0,BNF Tolbiac,0,49,rw,his,modern,nobodies,fict,pref,3,,ix,n,,,,,,,chaps o,16,N,N,N,N,scene speech,dialogue,5,
1800s,1808,7,An,Le Chevalier de la Forêt noire,roman historique,Oron,0,42,rw,his,modern,combo,,,3,,0,,,,,,,,chaps u,?,,,,,,,,
1800s,1808,8,An,"D’Ertebeau, ou l’Avocat des femmes",aventures galantes et véritables,Googlebooks,0,157,rw,con,,nobodies,fact,"sub, pref",3,,0,,,,,,,,chaps t,71,N,N,Y,N,action,,"3,5",
1800s,1808,9,An [Guenard],Emilie de Valbrun,0,Oron,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,10,An,Folie et jeunesse ou Aventures d’un jeune militaire,0,BNF Tolbiac,0,63,rw,con,,nobodies,ind,,1,mem,0,,,,,,,,chaps u,60,,,,,,,,
1800s,1808,11,An,Fortunatus ou Témérité et bonheur,anecdote du 17e siècle.,Oron,0,47,rw,his,modern,nobodies,ind,,3,,ix,y,,,,,,,chaps u,?,,,,,,,,
1800s,1808,12,An,Histoire morale et véritable de quatre pensionnaires du couvent de ***,0,BNF Tolbiac,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,13,An,Honorine ou les Promesses dans l’Isle de Vacheren en Zélande,0,Oron,0,26,rw,con,,nobodies,fact based,pref,1,obs,ix,y,,,,,,,promenades,?,,,,,,,,
1800s,1808,14,An,"L'illustre prisonnier, ou Arsace Prince de Betlis",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,15,An,"L'infernal don Quichotte, histoire à l'ordre du jour",0,,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,16,An,"Madame Billy, ou les bourgeois de Paris",0,,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,17,An,Le Marchand forain et ses fils,0,BNF Tolbiac,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,18,An,"Mémoires du chevalier de Ravannes, page de S.A. le duc d'Orléans",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,19,An,"La Méprise, ou qqch qui passe la plaisanterie",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,20,An,Le messager galant,,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,21,An,Le Monastère de Jully ou la Cour de Philippe-le-Bel,roman historique et anecdotique,Oron,0,49,rw,his,modern,somebodies,,,3,,0,,,,,,,,chaps u,?,,,,,,,,
1800s,1808,22,An,"Monsieur Grimouche, ou Talents et misère",,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,23,An,Olivia Rutland ou le Mariage inattendu,0,BNF Tolbiac,0,36,rw,con,,nobodies,ind,,E,E3,n/a,,,,,,,,n/a,,,,,,,,,
1800s,1808,24,An,Le Père Lablache et son fils,0,Oron,0,77,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps u,?,,,,,,,,
1800s,1808,25,An,Le Poëte Isidore ou le Nouvel homme à projets,0,Oron,0,66,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps u,?,,,,,,,,
1800s,1808,26,An,La Religieuse et sa fille ou Mémoires de la famille Courville,0,BNF Tolbiac,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,27,An,"Rose et Damette, roman pastoral",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,28,An,Théodore de Lyon ou la destinée malheureuse,0,BNF Tolbiac,0,99,rw,con,,nobodies,fict,"mis, pref",1,mem,i4,y,,,,,,,chaps d,40,,,,,,,,
1800s,1808,29,An,Wanhouten ou les Crimes d’un tartuffe.,0,,date,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,30,"BEAUFORT D’HAUTPOUL, Madame de",Séverine,0,Gallica,0,138,rw,con,,nobodies,fact,post,3,,ix,y,,,,,,,chaps,30,N,N,N,N,scene speech,monologue,5,
1800s,1808,31,"BENNETT, Agnès-Maria",La Malédiction ou l’Ombre de mon père,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,32,BERNARD *,Tancrède ou la Conquête de l’épée de Roland,0,Oron,0,35,rw,his,gallia,somebodies,,,3,,i4,y,,,,,,,chaps,?,,,,,,,,
1800s,1808,33,"BERNARD, L.R.D.*",Décence et volupté ou les Tentations,0,Oron,0,62,rw,con,,nobodies,fict,"mis, pref",1,mem,i4,y,,,,,,,chaps u,?,,,,,,,,
1800s,1808,34,"BETTE D’ETIENVILLE, J.-Ch.-Vinc.",L’Héroïsme de l’amour et de l’amitié,0,BNF Tolbiac,0,74,rw,con,,nobodies,ind,,3,,ix,y,,,,,,,0,,N,N,N,N,action,,5,
1800s,1808,35,"BOILEAU, Mélanie de *",Elisa ou les Trois chasseurs.,0,Oron ,0,27,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,,,,,,,,
1800s,1808,35bis,boileau,Zélina,nouvelle arménienne ,Oron,0,10,rw,uns,,nobodies,ind,,3,,0,,,,,,,,0,,,,,,,,,
1800s,1808,36,"BOULARD, S. *",Mon cousin Nicolas ou les Dangers de l’immoralité.,0,Oron ,0,81,rw,con,,nobodies,fact based,post,1,obs,ix,y,,,,,,,chaps u,?,,,,,,,,
1800s,1808,37,"BRES, J.-P.",L’Héroïne du quinzième siècle,0,BNF Tolbiac,0,90,rw,his,modern,somebodies,,,3,,0,,,,,,,,livres,12,N,N,Y,Y,action,,"4,3,5",
1800s,1808,38,"CAHAISSE, Henri Alexis *",Il était temps ou Mémoires du marquis de Blinval,0,googlebooks,0,86,rw,con,,nobodies,fact,post,1,mem,0,,,,,,,,0,,,,,,,,,
1800s,1808,39,"CAILLOT, Antoine","Mes vingt ans de folie, d’amour et de bonheur ou Mémoires d’un abbé petit-maître où l’on trouve une esquisse des moeurs qui régnoient à Paris, il y a 20 ans.",0,Gallica,0,80,rw,con,,nobodies,fact,title,1,mem,0,,,,,,,,chaps,36,,,,,,,,
1800s,1808,40,"Carpentier, J.B.","Georges, ou les victimes de l'ambition et de l'avarice",,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,41,"CHARRIERE, Madame de",Sainte-Anne et Honorine d’Uzerches. Suivi de: Les Ruines de Yedburg. T. 1,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,42,"CASTERA, Desirée de",Alméria de Sennecourt,0,BNF Arsenal,0,109,rw,con,,nobodies,ind,,3,,i2,y,,,,,,,chaps o,48,N,N,Y,N,action,,"3,5",
1800s,1808,43,"CASTERA, Desirée de *","Oslinda, ou la Boïte mystérieuse.",0,googlebooks,0,78,rw,con,,nobodies,ind,,3,,ix,y,,,,,,,chaps,13,N,N,N,N,action,,5,
1800s,1808,44,"CASTERA, Désirée*",Oïcoma ou la Jeune Voyageuse,0,googlebooks,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,45a,"CASTERA, Désirée*","Uldaric, ou les effets de l'ambition",roman historique,Googlebooks,0,70,rw,his,modern,somebodies,,,3,,ix,y,,,,,,,0,,N,N,Y,N,action,,"3,5",
1800s,1808,45B,"CASTERA, Désirée*",Claipole,anecdote anglaise,Googlebooks,0,27,rw,his,modern,somebodies,,,3,,ix,y,,,,,,,0,,Y,N,Y,N,action,,"1,4,3,5",
1800s,1808,46,"Chardon, J.",Le Passe-temps d'une marchande de Lyon,,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,47,"Choiseul-Meuse, Félicité","Amélie de Saint-Far, ou la fatale erreur",0,Googlebooks,0,59,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1800s,1808,48,"COFFIN - RONY, A. J.","Voyage d’Hyperbolus dans les planètes ou la Revue générale du monde, historique, védique, comique et tragique",0,Oron,0,144,mar,,,,,,3,,ix,y,,,,,,,chaps u,?,,,,,,,,
1800s,1808,49,COFFIN - RONY,Théana et Lorenzo,histoire italienne,Googlebooks,0,122,rw,con,,nobodies,fict,pref,3,,ix,y,,,,,,,chaps d,26,N,N,N,N,scene,,5,
1800s,1808,50,"Coiffier de Moret, S.","Le Cheveu, précédé du voyage",,BNF Tolbiac,0,33,mar,,,,,,1,narr,0,,,,,,,,0,,,,,,,,,
1800s,1808,51,Crémy,"Mémoires de la Marquise de Crémy, écrits par elle-même",0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,52,"Dognon, J.F.",La Mère mariée par ses enfans,roman historique,Gallica,0,39,rw,his,modern,nobodies,fact,pref,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1800s,1808,53,DORVIGNY,"La Femme à projets, ou l’Abus de l’esprit et des talens",0,BNF Tolbiac,0,107,rw,con,,nobodies,fact iron,pref,3,,0,,,,,,,,chaps t,112,N,N,N,N,action,,5,
1800s,1808,54,DORVIGNY,"Les jeux, caprices et bizzareries de la nature",0,Oron,0,82,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps u,?,,,,,,,,
1800s,1808,55,DURONCERAY,Barthèle ou Encore une victime de la jalousie,0,Oron,0,36,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,,,,,,,,
1800s,1808,56,"EVERAT, Louis Nicolas",Mémoires d’un jeune homme qui s’est retiré du monde,0,googlebooks,0,278,rw,con,,nobodies,fict,pref,1,mem,0,,,,,,,,livres,9,,,,,,,,
1800s,1808,57,"FERRIERES, Madame de",Le Jeune William ou l’Observateur anglais,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,58,"FERRIERES, Madame de Hyacinthe",Le Secret heureux et funeste,0,BNF Tolbiac,0,42,rw,con,,nobodies,fict,mis,1,mem,ix,y,,,,,,,chaps o,18,,,,,,,,
1800s,1808,59,"FLEURY, Madame",Caroline de Belford,,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,60,"FLEURY, Madame",L’Epouse soupçonnée ou le Procès scandaleux,0,Oron,0,64,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps u,?,,,,,,,,
1800s,1808,61,"GENLIS, Madame de",Bélisaire,0,googlebooks,0,46,rw,his,classical,somebodies,,,3,,i4,y,,,,,,,chaps,21,N,N,N,N,scene speech,monologue,5,
1800s,1808,62,"GENLIS, Madame de","Le duc de Lauzun, pour servir de suite à l'histoire de la duchesse de La Vallière",0,Googlebooks,0,63,rw,his,modern,somebodies,,,3,,0,,,,,,,,0,,N,Y,Y,N,action,,"2,3,5",
1800s,1808,63,"GENLIS, Madame de","Le Siège de la Rochelle, ou le Malheur et la conscience",0,Gallica,0,78,rw,his,modern,nobodies,fict,pref,3,,0,,,,,,,,0,,N,N,N,N,scene,,5,
1800s,1808,64,"GENLIS, Madame de",Sinclair ou la Victime des sciences et des arts.,nouvelle,Oron,0,12,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,,,,,,,,
1800s,1808,65,"GUENARD, Madame *",Emilie de Valbrun ou les Malheurs du divorce.,0,Oron ,0,107,rw,con,,nobodies,ind,,1,frame,i3,n,,,,,,,0,,,,,,,,,
1800s,1808,66,"GUENARD, Madame *","Histoire des amours de Louis XIV, roi de France",0,Oron,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,67,"GUENARD, Madame *",Madame Billy ou les Bourgeois de Paris,0,Oron,0,138,rw,con,,nobodies,ind,,1,narr,0,,,,,,,,chaps u,?,,,,,,,,
1800s,1808,68,"GUENARD, Madame *",Mémoires historiques de Mlle Aïssé,0,googlebooks,0,69,rw,con,,nobodies,fict,mis,1,mem,i6,n,,,,,,,0,,,,,,,,,
1800s,1808,69,"Keralio-robert, Madame","Amélia et Caroline, ou l'amour et l'amitié",0,Gallica,0,120,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,17,N,N,N,N,scene speech,dialogue,5,
1800s,1808,70,"HELME, Elisabeth *",Saint-Clair des Isles ou les Exilés à l’Isle de Barra.,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,71,"HOZIER, Madame de *",Amour et scrupule,0,Googlebooks,0,117,rw,con,,nobodies,ind,,3,,ix,y,,,,,,,chaps o,20,N,N,N,N,scene speech,monologue,5,
1800s,1808,72,"JENKS, J.A.M. [beckford]",Arnold et la belle musulmane,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,73,"KARAMSIN, Nicolas.",Romans du Nord,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,74,"Lamarteliere, J.H.F.",Le Cultivateur de la Louisiane,roman historique,BNF Tolbiac,0,105,rw,his,modern,nobodies,fict,sub,3,,0,,,,,,,,0,,N,Y,N,Y,scene,,"2,4,5",
1800s,1808,75,"LAMOTHE-LANGON, Léon de. Baron... *", les Rêves de ma cousine,0,BNF Tolbiac,0,14,rw,con,,nobodies,ind,,1,narr,0,,,,,,,,chaps,5,,,,,,,,
1800s,1808,76,"LAMOTHE-LANGON, Léon de. Baron... *",Clémence Isaure et les troubadours,0,googlebooks,0,64,rw,his,modern,somebodies,,,3,,ix,y,,,,,,,chaps,28,Y,N,Y,N,action,,"1,3,5",
1800s,1808,77,"Lamy, ","Les Amans exilés en Sibérie, ou aventures de mademoiselle Hamilton et du comte de Narisking, sous le regne de Pierre-le-grand",roman historique,Googlebooks,0,48,rw,his,modern,nobodies,fict,sub,3,,0,,,,,,,,0,,N,N,N,Y,action,,"4,5",
1800s,1808,78,Lamy,"Paul IV, ou l'hermite de la montagne du lac noir",0,Oron,0,54,rw,con,,nobodies,ind,,3,,ix,y,,,,,,,chaps u,?,,,,,,,,
1800s,1808,79,"LATHOM, Francis",Constance de Lindennsdorff ou la Tour de Wolfenstad.,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,80,"LAVERNE, L.M.P. de.",Annibal fugitif,0,Gallica,0,59,rw,his,classical,somebodies,,,3,,0,,,,,,,,livres,4,N,N,N,N,scene,,5,
1800s,1808,81,"Lée, Sophie","Savinia Rivers,  ou le danger d'aimer",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,82,"LEGAY, Louis-Pierre-Prudent",Elisabeth Lange ou le jouet des évènements,0,Oron,0,92,rw,con,,nobodies,fict,mis,1,mem,0,,,,,,,,chaps,?,,,,,,,,
1800s,1808,83,"LEGAY, Louis-Pierre-Prudent",L'enfant de l'amour,,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,84,"LEGAY, Louis-Pierre-Prudent","La Maison isolée, ou les Doubles clefs",0,Googlebooks,0,117,rw,con,,nobodies,fict,pref,3,,0,,,,,,,,chaps t,73,Y,N,Y,N,action,,"1,3,5",
1800s,1808,85,"LEGAY, Louis-Pierre-Prudent",Le Marchand forain et ses fils,0,Gallica,0,141,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps t,21,N,N,N,N,scene speech,monologue,5,
1800s,1808,86,"LEGAY, Louis-Pierre-Prudent",La Roche du diable,0,BNF Tolbiac,0,154,rw,con,,nobodies,fict,mis,1,obs,0,,,,,,,,chaps,57,,,,,,,,
1800s,1808,87,"MALARME, Charlotte de",Edouard et Henri,0,Oron,0,106,rw,con,,nobodies,ind,,3,,ix,y,,,,,,,chaps,?,,,,,,,,
1800s,1808,88,"MALARME, Charlotte de",Hannibal,0,Gallica,0,88,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,29,N,N,N,N,scene speech,dialogue,5,
1800s,1808,89,"Maugeret, F.P.A.","Marie de Brabant, reine de France",roman historique,BNF Tolbiac,0,35,rw,his,modern,somebodies,,,3,,0,,,,,,,,livres,4,N,N,Y,N,action,,"3,5",
1800s,1808,90,"Maugeret, F.P.A.",Nina ou le Château de Jouvence,chronique du XIe siècle.,Oron,0,41,rw,his,modern,nobodies,fact,pref,3,,i4,y,,,,,,,chaps,?,,,,,,,,
1800s,1808,91,"MONTIVILLIERS, L. de.",Les Trois inséparables ou Quelques années de jeunesse,0,Oron,0,40,rw,con,,nobodies,fict,"mis, pref",1,mem,ix,y,,,,,,,chaps seg u,?,,,,,,,,
1800s,1808,92,"Musset-Pathay, V.-D. de",Les trois Bélisaires,0,BNF Tolbiac,length,[6],,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,93,"NOUGARET, P.J.B. *",Les aventures parisiennes avant et depuis la révolution,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,94,"NOUGARET, P.J.B. *",Les Perfidies à la mode ou l’Ecole du monde,0,Gallica,0,131,rw,his,modern,nobodies,fict,mis,1,mem,0,,,,,,,,0,,,,,,,,,
1800s,1808,95,"Paccard, J.E.",Clémence et Julien ou l'Antigone française,roman historique,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,96,"Pévrieu, J.B.","Aessa, ou les Tartares du step",roman moral,Gallica,0,22,rw,con,,nobodies,fict,"mis, pref",1,frame,i3,y,,,,,,,0,,,,,,,,,
1800s,1808,97,"PIGAULT-LEBRUN, Antoine-Charles-Guillaume",L’Homme à projets,0,Googlebooks,0,57,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps t,34,N,N,N,N,scene speech,monologue,5,
1800s,1808,98,Pigault-Montbaillarcq,"La famille Wiéland, ou les prodiges. traduction libre d'un ms américan",0,Gallica,0,172,rw,con,,nobodies,fict,"mis, pref",1,mem,0,,,,,,,,chaps,35,,,,,,,,
1800s,1808,99,"QUATREMERE DISJONVAL, Madame S.H.",Elma ou le Retour à la vertu.,0,BNF Tolbiac,0,65,rw,con,,nobodies,fict,post,3,,ix,y,,,,,,,0,,N,N,N,N,scene,,5,
1800s,1808,100,"Quesné, J.S.",Mon aventure dans la diligence,,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,101,"Quignon, J.","Vie et amours de Mr et Mme Denis, époux du 17e siècle",0,BNF Tolbiac,length,[12pp],,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,102,"Renneville, Madame de",Lucile ou la bonne fille,0,BNF Tolbiac,0,54,rw,con,,nobodies,fict,pref,3,,0,,,,,,,,chaps t,38,N,N,Y,N,action,,"3,5",
1800s,1808,103,"ROCHE, Régina-Maria",Le Fils Banni ou la Retraite des brigands,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,104,"Roche, RM]",Le Presbytère d’Alvondown ou Histoire d’Hélène Coleby,0,Oron,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,105,"ROCHE, Régina-Maria","Rosine et Lydie, ou les dangers de la coquetterie",0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,106,"ROLAND, Madame","Alexandra, ou la Chaumière russe",0,NCCO,0,94,rw,con,,nobodies,ind,,3,,i4,y,,,,,,,chaps,37,N,N,N,N,scene,,5,
1800s,1808,107,Rouargue,"Dertebeau, ou l'avocat des femmes, aventures galantes et véritables",0,Googlebooks,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,108,"ROUGEMAITRE, C.D. (or C.J.)","Le Roman tragique, ou les Suites de la séduction",0,Gallica,0,52,rw,con,,nobodies,fict,title,3,,0,,,,,,,,chaps t,57,N,N,N,N,scene,,5,
1800s,1808,109,"SAINT-AUBIN, Marquise de *",Le Danger des liaisons ou Mémoires de la baronne de Blémon,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,110,"SAINT-PIERRE, Caroline de",Edouard et Vittoria ou les Funestes effets des passions,0,Oron,0,50,rw,con,,nobodies,ind,,3,,i3,y,,,,,,,0,,,,,,,,,
1800s,1808,111,"SAINT-VENANT, Madame de",Le Fantôme de Nembrod Castle,0,Oron ,0,38,rw,con,,nobodies,fact iron,pref,1,narr,ix,y,,,,,,,chaps u,?,,,,,,,,
1800s,1808,112,"SAINT-VENANT, Madame de",Emerance ou les Solitaires de Marly,0,Oron,0,41,rw,con,,nobodies,ind,,3,,ix,y,,,,,,,chaps u,?,,,,,,,,
1800s,1808,113,"SAINT-VENANT, Madame de","L'Héritière de Pembrock, ou les suites d'une première faute",0,,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,114,"SAINT-VENANT, Madame de",Marie de Bourgogne,roman historique du XV siècle,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,115,"SAINT-VENANT, Madame de","Théresia, ou les souterrains du château de Zeintelberg",0,,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,116,"SAINT-VENANT, Madame de","Rose de Valdeuil, ou les Ecueils de l'inexpérience",0,,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,117,SALABERRY *,"Lord Wiseby, ou le Célibataire",0,BNF Arsenal,0,63,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps t,38,N,N,Y,N,scene,,"3,5",
1800s,1808,118,"SOUZA, Madame de *",Eugène de Rothelin,0,Googlebooks,0,37,rw,con,,nobodies,fict,mis,1,mem,0,,,,,,,,chaps,38,,,,,,,,
1800s,1808,119,"SPENCE, Elisabeth-Isabelle",Le Jour de noce ou les Effets de la jalousie,0,Oron,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,120,"Sturmer, William","Ernestine, Comtesse d'Awemberg",0,Gallica,0,40,rw,con,,nobodies,fact,pref,3,,ix,y,,,,,,,0,,N,N,Y,N,action,,"3,5",
1800s,1808,121,Thomassin de Montbel,"La diligence philosophique, ou le moraliste champenois",0,googlebooks,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800s,1808,122,"Van-esbecq, Madame",Les epoux philosophes au 18e siècle,0,Oron,0,70,rw,con,,nobodies,fict,"mis, pref",E,E3,n/a,,,,,,,,n/a,,,,,,,,,
1800s,1808,123,"VAREZ, E.F.",Le Criminel invisible,0,Gallica,0,30,rw,con,,nobodies,ind,,3,,ix,y,,,,,,,chaps,6,N,N,N,N,scene speech,monologue,5,
1800s,1808,124,"VAREZ, E.F.","Frédéric de Guéréhard, duc de Lorraine",0,Gallica,0,45,rw,his,modern,nobodies,fict,pref,3,,i4,y,,,,,,,chaps o,15,N,N,N,N,scene,,5,
1800s,1808,125,"VAREZ, E.F.",L’homme de la Forêt,0,BNF Tolbiac,0,57,rw,his,modern,nobodies,fact iron,incipit,3,,0,,,,,,,,chaps,9,Y,N,N,N,action,,"1,5",
1800s,1808,126,"VILERS-VERMONT, de",Wilvoll de Sottenbourg ou le Prétendu sans futur,roman comique,Gallica,0,39,rw,con,,nobodies,fict,sub,3,,0,,,,,,,,chaps t,24,N,N,N,N,scene speech,dialogue,5,
1810s,1818,1,Anon ,Lettres de Nanine à Sinphal,0,BNF Tolbiac,0,35,rw,con,,nobodies,fict,pref,E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1810s,1818,2,Anon [Sophie Gay],Les Malheurs d’un Amant heureux,0,Gallica,0,134,rw,con,,nobodies,ind,,1,obs,0,,,,,,,,chaps,70,,,,,,,,
1810s,1818,3,Anon,Fredéric ou les fripons triompheront-ils?,0,Gallica,0,50,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,23,N,N,Y,N,action,,"3,5",
1810s,1818,4,Anon,Vue de l’abbaye de St.-Denis,0,BNF Tolbiac,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,5,Anon [Désirée de Castéra],La Fille du proscrit et le Roi des montagnes,0,NCCO,0,102,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,59,N,N,Y,N,action,,"3,5",
1810s,1818,6,Anon,"Anthélia Mélincourt, ou les Enthousiastes",roman satirique,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,7,Anon [Revérony Saint-Cyr],"Le Torrent des passions, ou les Dangers de la Galanterie, aventures du général-major comte de G*** dans les diverses contrées de l’Europe",mémoires récens d’un général allemand,Googlebooks,0,73,rw,con,,nobodies,fict,other (list of other works),1,mem,0,,,,,,,,0,,,,,,,,,
1810s,1818,8,Anon [Nodier],Jean Sbogar,0,Googlebooks,0,40,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,14,N,N,Y,Y,action,,"4,3,5",
1810s,1818,9,Anon,"Les crimes secrets de Napoléon Buonaparte, faits historiques receuillis par une victime de sa tyrannie",0,Gallica,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,10,Anon ,Saint Clair et Mathilde ,0,BNF Tolbiac,0,13,rw,con,,nobodies,ind,,3,,i2,y,,,,,,,chaps,18,N,Y,N,N,scene,,"2,5",
1810s,1818,11,Anon,"Filixia, ou les Brigands de Sainte-Gemme",0,Gallica,0,29,rw,con,,nobodies,fict,pref,3,,ix,y,,,,,,,chaps,16,N,N,N,N,scene speech,dialogue,5,
1810s,1818,12,Anon,"Aventures récentes d’une jolie femme, ou Mémoires de madame de ***",0,BNF Tolbiac,0,20,rw,con,,nobodies,fact,"pref, title",1,mem,0,,,,,,,,chaps,38,,,,,,,,
1810s,1818,13,Anon [Théis],"Mémoires d’un espagnol, ou Histoire de don Alphonse de Peraldo, écrite par lui-même et publiée par ***",0,NCCO,0,74,rw,con,,nobodies,fact,"pref, title",1,mem,0,,,,,,,,parties,4,,,,,,,,
1810s,1818,14a,Anon,"Imanowa, ou la Fille de Moscou, traduit de l’anglais, et augmenté de notes, par E. de Saint-A***; suivi du Danger d’être trop exigeant, nouvelle suisse.",0,BNF Tolbiac,0,84,rw,con,,nobodies,fict,pref,E,E3,n/a,,,,,,,,n/a,,,,,,,,,
1810s,1818,14b,Anon,Danger d’être trop exigeant,nouvelle suisse,BNF Tolbiac,0,26,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,17,N,N,N,N,scene speech,dialogue,5,
1810s,1818,15,Anon,"Les Aventures de Sapho, poète de Mytilène",0,,reprint ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,16,Anon,"Ellen Percy, ou Leçons de l’adversité",0,Googlebooks,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810s,1818,17,Anon,Les Veillées d’une captive,0,BNF Tolbiac,0,71,rw,con,,nobodies,fact,"title, pref",1,frame,i5,y,,,,,,,nouvelles,4,,,,,,,,
1810s,1818,18a,Anon [Périn],"Contes gothiques 1: Ervina, ou La Magie, La Nature, et L’Amour",contes gothiques,Gallica,0,32,rw,con,,nobodies,fict,sub,3,,0,,,,,,,,0,,N,N,N,Y,action,,"4,5",
